"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Alabama","DeKalb","01","049","2018-01-02",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-03",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-04",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-05",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-06",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-07",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-08",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-09",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-10",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-11",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-12",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-13",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-14",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-15",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-16",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-17",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-18",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-19",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-20",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-21",40,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-22",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-23",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-24",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-25",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-26",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-27",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-28",23,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-29",39,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-30",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-01-31",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-01",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-02",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-03",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-04",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-05",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-06",23,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-07",23,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-08",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-09",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-10",21,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-11",20,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-12",14,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-13",16,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-14",16,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-15",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-16",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-17",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-18",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-19",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-20",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-21",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-22",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-23",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-24",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-25",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-26",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-27",44,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2018-02-28",31,"Good","Ozone","01-049-9991",1
"Alabama","Etowah","01","055","2018-01-01",58,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-02",53,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-03",55,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-04",54,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-05",61,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-06",60,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-07",63,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-08",58,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-09",68,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-10",57,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-11",30,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-12",34,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-13",45,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-14",52,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-15",61,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-16",60,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-17",62,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-18",62,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-19",58,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-20",62,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-21",62,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-22",59,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-23",33,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-24",39,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-25",54,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-26",69,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-27",153,"Unhealthy","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-28",53,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-29",45,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-30",52,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-01-31",52,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-01",49,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-02",40,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-03",46,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-04",53,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-05",58,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-06",56,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-07",46,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-08",61,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-09",45,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-10",34,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-11",24,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-12",40,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-13",43,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-14",43,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-15",41,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-16",33,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-17",30,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-18",24,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-19",46,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-20",53,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-21",54,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-22",48,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-23",58,"Moderate","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-24",42,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-25",19,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-26",25,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-27",35,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2018-02-28",44,"Good","PM2.5","01-055-0010",1
"Alabama","Jefferson","01","073","2018-01-01",52,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2018-01-02",45,"Good","PM2.5","01-073-0023",10
"Alabama","Jefferson","01","073","2018-01-03",52,"Moderate","PM2.5","01-073-0023",10
"Alabama","Jefferson","01","073","2018-01-04",54,"Moderate","PM2.5","01-073-0023",10
"Alabama","Jefferson","01","073","2018-01-05",50,"Good","PM2.5","01-073-1005",10
"Alabama","Jefferson","01","073","2018-01-06",57,"Moderate","PM2.5","01-073-1005",10
"Alabama","Jefferson","01","073","2018-01-07",46,"Good","PM2.5","01-073-2003",10
"Alabama","Jefferson","01","073","2018-01-08",45,"Good","PM2.5","01-073-1010",10
"Alabama","Jefferson","01","073","2018-01-09",54,"Moderate","PM2.5","01-073-1005",10
"Alabama","Jefferson","01","073","2018-01-10",36,"Good","PM2.5","01-073-1005",10
"Alabama","Jefferson","01","073","2018-01-11",31,"Good","Ozone","01-073-0023",10
"Alabama","Jefferson","01","073","2018-01-12",47,"Good","SO2","01-073-6004",10
"Alabama","Jefferson","01","073","2018-01-13",44,"Good","SO2","01-073-6004",10
"Alabama","Jefferson","01","073","2018-01-14",39,"Good","PM2.5","01-073-2006",10
"Alabama","Jefferson","01","073","2018-01-15",60,"Moderate","PM2.5","01-073-2003",10
"Alabama","Jefferson","01","073","2018-01-16",39,"Good","PM2.5","01-073-2003",10
"Alabama","Jefferson","01","073","2018-01-17",43,"Good","PM2.5","01-073-2003",10
"Alabama","Jefferson","01","073","2018-01-18",43,"Good","PM2.5","01-073-2006",9
"Alabama","Jefferson","01","073","2018-01-19",55,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-01-20",48,"Good","PM2.5","01-073-1010",9
"Alabama","Jefferson","01","073","2018-01-21",40,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-01-22",48,"Good","PM2.5","01-073-5003",9
"Alabama","Jefferson","01","073","2018-01-23",40,"Good","PM10","01-073-6004",9
"Alabama","Jefferson","01","073","2018-01-24",50,"Good","SO2","01-073-6004",9
"Alabama","Jefferson","01","073","2018-01-25",55,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2018-01-26",72,"Moderate","PM2.5","01-073-0023",10
"Alabama","Jefferson","01","073","2018-01-27",48,"Good","PM2.5","01-073-5003",9
"Alabama","Jefferson","01","073","2018-01-28",35,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-01-29",38,"Good","Ozone","01-073-0023",10
"Alabama","Jefferson","01","073","2018-01-30",34,"Good","NO2","01-073-2059",9
"Alabama","Jefferson","01","073","2018-01-31",60,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-01",55,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-02",31,"Good","Ozone","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-03",37,"Good","Ozone","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-04",47,"Good","PM2.5","01-073-2006",9
"Alabama","Jefferson","01","073","2018-02-05",55,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-06",53,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-07",44,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-08",61,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-09",56,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-10",29,"Good","PM2.5","01-073-1005",9
"Alabama","Jefferson","01","073","2018-02-11",57,"Moderate","SO2","01-073-6004",9
"Alabama","Jefferson","01","073","2018-02-12",46,"Good","SO2","01-073-6004",9
"Alabama","Jefferson","01","073","2018-02-13",52,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-14",36,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-15",45,"Good","PM2.5","01-073-2003",8
"Alabama","Jefferson","01","073","2018-02-16",28,"Good","Ozone","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-17",24,"Good","PM2.5","01-073-2006",8
"Alabama","Jefferson","01","073","2018-02-18",24,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-19",50,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-20",53,"Moderate","PM2.5","01-073-2003",8
"Alabama","Jefferson","01","073","2018-02-21",52,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-22",52,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-23",58,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-24",42,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2018-02-25",41,"Good","SO2","01-073-6004",9
"Alabama","Jefferson","01","073","2018-02-26",47,"Good","SO2","01-073-6004",9
"Alabama","Jefferson","01","073","2018-02-27",44,"Good","Ozone","01-073-0023",9
"Alabama","Jefferson","01","073","2018-02-28",49,"Good","PM2.5","01-073-2003",9
"Alabama","Mobile","01","097","2018-01-01",10,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-02",21,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-03",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-04",12,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-05",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-06",53,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-07",51,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-08",19,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-09",23,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-10",15,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-11",25,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-12",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-13",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-14",11,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-15",1,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-16",1,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-17",13,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-18",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-19",41,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-20",36,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-21",36,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-22",27,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-23",1,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-24",17,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-25",35,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-26",51,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-27",23,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-28",6,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-29",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-30",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-01-31",21,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-01",23,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-02",3,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-03",11,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-04",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-05",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-06",38,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-07",24,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-08",17,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-09",35,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-10",13,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-11",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-12",6,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-13",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-14",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-15",24,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-16",15,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-17",16,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-18",18,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-19",17,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-20",14,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-21",20,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-22",51,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-23",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-24",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-25",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-26",1,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-27",0,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2018-02-28",0,"Good","SO2","01-097-0003",1
"Alabama","Morgan","01","103","2018-01-01",39,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-02",34,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-03",31,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-04",34,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-05",52,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-06",40,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-07",52,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-08",35,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-09",34,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-10",13,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-11",8,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-12",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-13",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-14",25,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-15",40,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-16",37,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-17",46,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-18",52,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-19",33,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-20",18,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-21",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-22",38,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-23",10,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-24",25,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-25",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-26",48,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-27",35,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-28",22,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-29",22,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-30",34,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-01-31",35,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-01",18,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-02",24,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-03",26,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-04",35,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-05",45,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-06",49,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-07",25,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-08",56,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-09",30,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-10",11,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-11",6,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-12",50,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-13",51,"Moderate","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-14",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-15",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-16",18,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-17",30,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-18",16,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-19",25,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-20",33,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-21",21,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-22",29,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-23",40,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-24",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-25",10,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-26",13,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-27",14,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2018-02-28",18,"Good","PM2.5","01-103-0011",1
"Alabama","Russell","01","113","2018-01-01",50,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-02",51,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-03",50,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-04",38,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-05",48,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-06",77,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-07",62,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-08",41,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-09",51,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-10",39,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-11",46,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-12",21,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-13",24,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-14",36,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-15",58,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-16",63,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-17",77,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-18",45,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-19",52,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-20",59,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-21",63,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-22",62,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-23",44,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-24",28,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-25",41,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-26",84,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2018-01-27",59,"Moderate","PM2.5","01-113-0003",1
